Scientific name,Common name,Overall category,Category triggered by rate of population reduction (Criterion A),Optimistic decline10years,Pessimistic decline10years,Median decline10years,Optimistic category10years,Pessimistic category10years,Median category10years,Revised optimistic category10years,Revised pessimistic category10years,Revised median category10years,Optimistic decline3gens,Pessimistic decline3gens,Median decline3gens,Revised optimistic category3gens,Revised pessimistic category3gens,Revised median category3gens,Optimistic category3gens,Pessimistic category3gens,Median category3gens
Elaenia chiriquensis,Lesser Elaenia,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC
Elaenia mesoleuca,Olivaceous Elaenia,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC
Elaenia pallatangae,Sierran Elaenia,LC,LC,0.01,0.19,0.1,LC,LC,LC,LC,LC,LC,0.01,0.19,0.1,LC,LC,LC,LC,LC,LC
Elaenia olivina,Tepui Elaenia,LC,LC,0.01,0.19,0.1,LC,LC,LC,LC,LC,LC,0.01,0.21,0.1,LC,LC,LC,LC,LC,LC
Elaenia albiceps,White-crested Elaenia,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Elaenia frantzii,Mountain Elaenia,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Elaenia martinica,Caribbean Elaenia,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Elaenia cherriei,Hispaniolan Elaenia,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC
Elaenia fallax,Large Jamaican Elaenia,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC
Tyrannulus elatus,Yellow-crowned Tyrannulet,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Myiopagis caniceps,Atlantic Grey Elaenia,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Myiopagis cinerea,Amazonian Grey Elaenia,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Myiopagis parambae,Choco Grey Elaenia,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Myiopagis olallai,Foothill Elaenia,VU,LC,0.01,0.18,0.09,LC,LC,LC,VU,VU,VU,0.01,0.18,0.09,LC,LC,LC,VU,VU,VU
Myiopagis gaimardii,Forest Elaenia,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Myiopagis subplacens,Pacific Elaenia,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Myiopagis flavivertex,Yellow-crowned Elaenia,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Myiopagis viridicata,Greenish Elaenia,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiopagis cotta,Small Jamaican Elaenia,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Suiriri suiriri,Suiriri Flycatcher,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Suiriri affinis,Chapada Flycatcher,NT,NT,0.19,0.27,0.23,LC,NT,LC,LC,NT,LC,0.19,0.27,0.23,LC,NT,LC,LC,NT,LC
Capsiempis flaveola,Yellow Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Phyllomyias fasciatus,Planalto Tyrannulet,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Phyllomyias weedeni,Yungas Tyrannulet,VU,LC,0.01,0.18,0.09,LC,LC,LC,VU,VU,VU,0.01,0.18,0.09,LC,LC,LC,VU,VU,VU
Phyllomyias burmeisteri,Rough-legged Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Phyllomyias zeledoni,White-fronted Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Phyllomyias virescens,Greenish Tyrannulet,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Phyllomyias reiseri,Reiser's Tyrannulet,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Phyllomyias urichi,Urich's Tyrannulet,EN,LC,0.09,0.18,0.14,LC,LC,LC,EN,EN,EN,0.09,0.18,0.14,LC,LC,LC,EN,EN,EN
Phyllomyias sclateri,Sclater's Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Phyllomyias griseocapilla,Grey-capped Tyrannulet,NT,NT,0.19,0.27,0.23,LC,NT,LC,LC,NT,LC,0.19,0.27,0.23,LC,NT,LC,LC,NT,LC
Phyllomyias griseiceps,Sooty-headed Tyrannulet,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Phyllomyias plumbeiceps,Plumbeous-crowned Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Phyllomyias nigrocapillus,Black-capped Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Phyllomyias cinereiceps,Ashy-headed Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Phyllomyias uropygialis,Tawny-rumped Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Phaeomyias tumbezana,Tumbes Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Phaeomyias murina,Mouse-colored Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Nesotriccus ridgwayi,Cocos Flycatcher,VU,LC,0,0,0,LC,LC,LC,VU,VU,VU,0,0,0,LC,LC,LC,VU,VU,VU
Pseudelaenia leucospodia,Grey-and-white Tyrannulet,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Mecocerculus poecilocercus,White-tailed Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Mecocerculus hellmayri,Buff-banded Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Mecocerculus stictopterus,White-banded Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Mecocerculus leucophrys,White-throated Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Mecocerculus calopterus,Rufous-winged Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Mecocerculus minor,Sulphur-bellied Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Anairetes nigrocristatus,Black-crested Tit-tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Anairetes reguloides,Pied-crested Tit-tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Anairetes alpinus,Ash-breasted Tit-tyrant,EN,LC,0.09,0.18,0.14,LC,LC,LC,EN,EN,EN,0.09,0.18,0.14,LC,LC,LC,EN,EN,EN
Anairetes flavirostris,Yellow-billed Tit-tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Anairetes parulus,Tufted Tit-tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Anairetes fernandezianus,Juan Fernandez Tit-tyrant,NT,LC,0,0,0,LC,LC,LC,NT,NT,NT,0,0,0,LC,LC,LC,NT,NT,NT
Polystictus pectoralis,Bearded Tachuri,NT,NT,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Polystictus superciliaris,Grey-backed Tachuri,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Culicivora caudacuta,Sharp-tailed Tyrant,VU,VU,0.28,0.47,0.38,NT,VU,VU,NT,VU,VU,0.28,0.47,0.38,NT,VU,VU,NT,VU,VU
Pseudocolopteryx sclateri,Crested Doradito,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Pseudocolopteryx acutipennis,Subtropical Doradito,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Pseudocolopteryx dinelliana,Dinelli's Doradito,NT,LC,0.01,0.18,0.09,LC,LC,LC,NT,NT,NT,0.01,0.18,0.09,LC,LC,LC,NT,NT,NT
Pseudocolopteryx flaviventris,Warbling Doradito,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Pseudocolopteryx citreola,Ticking Doradito,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Serpophaga cinerea,Torrent Tyrannulet,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Serpophaga hypoleuca,River Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Serpophaga nigricans,Sooty Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Serpophaga subcristata,White-crested Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Serpophaga griseicapilla,Straneck's Tyrannulet,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Uromyias agilis,Agile Tit-tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Uromyias agraphia,Unstreaked Tit-tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Muscigralla brevicauda,Short-tailed Field-tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Attila phoenicurus,Rufous-tailed Attila,LC,LC,0.01,0.26,0.14,LC,NT,LC,LC,NT,LC,0.01,0.26,0.14,LC,NT,LC,LC,NT,LC
Attila cinnamomeus,Cinnamon Attila,LC,LC,0.01,0.26,0.14,LC,NT,LC,LC,NT,LC,0.01,0.27,0.14,LC,NT,LC,LC,NT,LC
Attila torridus,Ochraceous Attila,VU,VU,0.31,0.5,0.41,VU,EN,VU,VU,EN,VU,0.31,0.5,0.41,VU,EN,VU,VU,EN,VU
Attila citriniventris,Citron-bellied Attila,LC,LC,0.01,0.26,0.14,LC,NT,LC,LC,NT,LC,0.01,0.26,0.14,LC,NT,LC,LC,NT,LC
Attila bolivianus,White-eyed Attila,LC,LC,0.01,0.26,0.14,LC,NT,LC,LC,NT,LC,0.01,0.28,0.15,LC,NT,LC,LC,NT,LC
Attila rufus,Grey-hooded Attila,LC,LC,0.01,0.2,0.1,LC,LC,LC,LC,LC,LC,0.01,0.2,0.1,LC,LC,LC,LC,LC,LC
Attila spadiceus,Bright-rumped Attila,LC,LC,0.01,0.26,0.14,LC,NT,LC,LC,NT,LC,0.01,0.26,0.14,LC,NT,LC,LC,NT,LC
Legatus leucophaius,Piratic Flycatcher,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Ramphotrigon megacephalum,Large-headed Flatbill,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Ramphotrigon ruficauda,Rufous-tailed Flatbill,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Ramphotrigon fuscicauda,Dusky-tailed Flatbill,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Deltarhynchus flammulatus,Flammulated Flycatcher,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Pitangus sulphuratus,Great Kiskadee,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Philohydor lictor,Lesser Kiskadee,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Machetornis rixosa,Cattle Tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Tyrannopsis sulphurea,Sulphury Flycatcher,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.26,0.13,LC,NT,LC,LC,NT,LC
Megarynchus pitangua,Boat-billed Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiodynastes hemichrysus,Golden-bellied Flycatcher,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Myiodynastes chrysocephalus,Golden-crowned Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiodynastes bairdii,Baird's Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiodynastes luteiventris,Sulphur-bellied Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiodynastes solitarius,Southern Streaked Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiodynastes maculatus,Northern Streaked Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiozetetes cayanensis,Rusty-margined Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiozetetes similis,Social Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiozetetes granadensis,Grey-capped Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiozetetes luteiventris,Dusky-chested Flycatcher,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Conopias albovittatus,White-ringed Flycatcher,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Conopias parvus,Yellow-throated Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Conopias trivirgatus,Three-striped Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Conopias cinchoneti,Lemon-browed Flycatcher,VU,VU,0.28,0.47,0.38,NT,VU,VU,NT,VU,VU,0.28,0.47,0.38,NT,VU,VU,NT,VU,VU
Phelpsia inornata,White-bearded Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Empidonomus varius,Variegated Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Griseotyrannus aurantioatrocristatus,Crowned Slaty Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Tyrannus niveigularis,Snowy-throated Kingbird,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Tyrannus albogularis,White-throated Kingbird,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Tyrannus melancholicus,Tropical Kingbird,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Tyrannus couchii,Couch's Kingbird,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Tyrannus vociferans,Cassin's Kingbird,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Tyrannus crassirostris,Thick-billed Kingbird,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Tyrannus verticalis,Western Kingbird,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Tyrannus tyrannus,Eastern Kingbird,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Tyrannus dominicensis,Grey Kingbird,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Tyrannus caudifasciatus,Loggerhead Kingbird,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Tyrannus cubensis,Giant Kingbird,EN,LC,0.16,0.43,0.29,LC,VU,NT,EN,EN,EN,0.19,0.48,0.33,LC,VU,VU,EN,EN,EN
Tyrannus forficatus,Scissor-tailed Flycatcher,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Tyrannus savana,Fork-tailed Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Rhytipterna holerythra,Rufous Mourner,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Rhytipterna simplex,Greyish Mourner,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Rhytipterna immunda,Pale-bellied Mourner,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Casiornis rufus,Rufous Casiornis,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Casiornis fuscus,Ash-throated Casiornis,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Sirystes albogriseus,Choco Sirystes,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Sirystes albocinereus,White-rumped Sirystes,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Sirystes sibilator,Sibilant Sirystes,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Sirystes subcanescens,Todd's Sirystes,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Myiarchus semirufus,Rufous Flycatcher,VU,LC,0.01,0.13,0.07,LC,LC,LC,VU,VU,VU,0.01,0.13,0.07,LC,LC,LC,VU,VU,VU
Myiarchus swainsoni,Swainson's Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiarchus barbirostris,Sad Flycatcher,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC
Myiarchus tuberculifer,Dusky-capped Flycatcher,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Myiarchus phaeocephalus,Sooty-crowned Flycatcher,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC
Myiarchus panamensis,Panama Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiarchus ferox,Short-crested Flycatcher,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.21,0.11,LC,LC,LC,LC,LC,LC
Myiarchus venezuelensis,Venezuelan Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiarchus cephalotes,Pale-edged Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiarchus validus,Rufous-tailed Flycatcher,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC
Myiarchus sagrae,La Sagra's Flycatcher,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC
Myiarchus stolidus,Stolid Flycatcher,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC
Myiarchus antillarum,Puerto Rican Flycatcher,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC
Myiarchus oberi,Lesser Antillean Flycatcher,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC
Myiarchus crinitus,Great Crested Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiarchus yucatanensis,Yucatan Flycatcher,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC
Myiarchus tyrannulus,Brown-crested Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiarchus nugator,Grenada Flycatcher,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Myiarchus apicalis,Apical Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiarchus cinerascens,Ash-throated Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiarchus nuttingi,Nutting's Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiarchus magnirostris,Galapagos Flycatcher,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC
Colonia colonus,Long-tailed Tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiophobus crypterythrus,Mouse-grey Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiophobus fasciatus,Bran-colored Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiophobus rufescens,Rufescent Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiophobus cryptoxanthus,Olive-chested Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiophobus flavicans,Flavescent Flycatcher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Myiophobus phoenicomitra,Orange-crested Flycatcher,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Myiophobus inornatus,Unadorned Flycatcher,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Myiophobus roraimae,Roraiman Flycatcher,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Silvicultrix frontalis,Crowned Chat-tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Silvicultrix jelskii,Jelski's Chat-tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Silvicultrix pulchella,Golden-browed Chat-tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Silvicultrix diadema,Yellow-bellied Chat-tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Colorhamphus parvirostris,Patagonian Tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ochthoeca cinnamomeiventris,Slaty-backed Chat-tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ochthoeca nigrita,Blackish Chat-tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ochthoeca thoracica,Chestnut-belted Chat-tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ochthoeca rufipectoralis,Rufous-breasted Chat-tyrant,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
